table_name	business_module	ordinal	column_name	mysql_type	base_type	nullable	default	auto_increment	primary_key	index	unique_index	foreign_key_target	source_description	usage_note	source_file	source_line
llx_categorie	分类	2	entity	integer	integer	NO	1	N	N	uk_categorie_ref	uk_categorie_ref		Multi company id	多实体/多公司隔离标识；源码注释：Multi company id	htdocs/install/mysql/tables/llx_categorie.sql	25
llx_categorie	分类	3	fk_parent	integer	integer	NO	0	N	N	uk_categorie_ref	uk_categorie_ref			外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie.sql	26
llx_categorie	分类	4	label	varchar(180)	varchar	NO		N	N	uk_categorie_ref	uk_categorie_ref		Category ref/name	名称或标签；源码注释：Category ref/name	htdocs/install/mysql/tables/llx_categorie.sql	27
llx_categorie	分类	5	ref_ext	varchar(255)	varchar	YES		N	N				Reference into an external system (not used by dolibarr)	代码/参考号字段；源码注释：Reference into an external system (not used by dolibarr)	htdocs/install/mysql/tables/llx_categorie.sql	28
llx_categorie	分类	6	type	integer	integer	NO	1	N	N	uk_categorie_ref	uk_categorie_ref		Category type (0=product, 1=supplier, 2=customer, 3=member, ...). See array $MAP_ID into categorie.class.php for possible values.	字段 type；源码注释：Category type (0=product, 1=supplier, 2=customer, 3=member, ...). See array $MAP_ID into categorie.class.php for possible values.	htdocs/install/mysql/tables/llx_categorie.sql	29
llx_categorie	分类	7	description	text	text	YES		N	N				description of the category	描述；源码注释：description of the category	htdocs/install/mysql/tables/llx_categorie.sql	30
llx_categorie	分类	8	color	varchar(8)	varchar	YES		N	N				Color	字段 color；源码注释：Color	htdocs/install/mysql/tables/llx_categorie.sql	31
llx_categorie	分类	9	fk_soc	integer	integer	YES	NULL	N	N				Not used by default. Used when option CATEGORY_ASSIGNED_TO_A_CUSTOMER is set.	关联第三方企业 ID；源码注释：Not used by default. Used when option CATEGORY_ASSIGNED_TO_A_CUSTOMER is set.	htdocs/install/mysql/tables/llx_categorie.sql	32
llx_categorie	分类	10	extraparams	varchar(255)	varchar	YES		N	N				to stock other parameters in json format	扩展参数/结构化文本；源码注释：to stock other parameters in json format	htdocs/install/mysql/tables/llx_categorie.sql	33
llx_categorie	分类	11	date_creation	datetime	datetime	YES		N	N				Creation date	日期/时间字段；源码注释：Creation date	htdocs/install/mysql/tables/llx_categorie.sql	34
llx_categorie	分类	12	fk_user_creat	integer	integer	YES		N	N				User id making creation	创建人用户 ID；源码注释：User id making creation	htdocs/install/mysql/tables/llx_categorie.sql	35
llx_categorie	分类	13	fk_user_modif	integer	integer	YES		N	N				User id making last change	最后修改人用户 ID；源码注释：User id making last change	htdocs/install/mysql/tables/llx_categorie.sql	36
llx_categorie	分类	14	tms	timestamp	timestamp	YES	CURRENT_TIMESTAMP	N	N				Last modification date	最后修改时间戳；源码注释：Last modification date	htdocs/install/mysql/tables/llx_categorie.sql	37
llx_categorie	分类	15	visible	tinyint	tinyint	NO	1	N	N				Determine if the products are visible or not	布尔/开关标识；源码注释：Determine if the products are visible or not	htdocs/install/mysql/tables/llx_categorie.sql	38
llx_categorie	分类	16	position	integer	integer	YES	0	N	N				Position	字段 position；源码注释：Position	htdocs/install/mysql/tables/llx_categorie.sql	39
llx_categorie	分类	17	import_key	varchar(14)	varchar	YES		N	N				Import key	导入批次/外部导入键；源码注释：Import key	htdocs/install/mysql/tables/llx_categorie.sql	40
llx_categorie_account	分类	1	fk_categorie	integer	integer	NO		N	N	idx_categorie_account_fk_categorie		llx_categorie.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_account.sql	23
llx_categorie_account	分类	2	fk_account	integer	integer	NO		N	N	idx_categorie_account_fk_account		llx_bank_account.rowid		关联银行账户 ID	htdocs/install/mysql/tables/llx_categorie_account.sql	24
llx_categorie_account	分类	3	import_key	varchar(14)	varchar	YES		N	N					导入批次/外部导入键	htdocs/install/mysql/tables/llx_categorie_account.sql	25
llx_categorie_actioncomm	分类	1	fk_categorie	integer	integer	NO		N	N	idx_categorie_actioncomm_fk_categorie		llx_categorie.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_actioncomm.sql	23
llx_categorie_actioncomm	分类	2	fk_actioncomm	integer	integer	NO		N	N	idx_categorie_actioncomm_fk_actioncomm		llx_actioncomm.id		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_actioncomm.sql	24
llx_categorie_actioncomm	分类	3	import_key	varchar(14)	varchar	YES		N	N					导入批次/外部导入键	htdocs/install/mysql/tables/llx_categorie_actioncomm.sql	25
llx_categorie_contact	分类	1	fk_categorie	integer	integer	NO		N	N	idx_categorie_contact_fk_categorie		llx_categorie.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_contact.sql	21
llx_categorie_contact	分类	2	fk_socpeople	integer	integer	NO		N	N	idx_categorie_contact_fk_socpeople		llx_socpeople.rowid		关联第三方联系人 ID	htdocs/install/mysql/tables/llx_categorie_contact.sql	22
llx_categorie_contact	分类	3	import_key	varchar(14)	varchar	YES		N	N					导入批次/外部导入键	htdocs/install/mysql/tables/llx_categorie_contact.sql	23
llx_categorie_fichinter	干预/工单	1	fk_categorie	integer	integer	NO		N	N	idx_categorie_fichinter_fk_categorie		llx_categorie.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_fichinter-fichinter.sql	24
llx_categorie_fichinter	干预/工单	2	fk_fichinter	integer	integer	NO		N	N	idx_categorie_fichinter_fk_fichinter		llx_fichinter.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_fichinter-fichinter.sql	25
llx_categorie_fichinter	干预/工单	3	import_key	varchar(14)	varchar	YES		N	N					导入批次/外部导入键	htdocs/install/mysql/tables/llx_categorie_fichinter-fichinter.sql	26
llx_categorie_fournisseur	分类	1	fk_categorie	integer	integer	NO		N	N	idx_categorie_fournisseur_fk_categorie		llx_categorie.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_fournisseur.sql	24
llx_categorie_fournisseur	分类	2	fk_soc	integer	integer	NO		N	N	idx_categorie_fournisseur_fk_societe		llx_societe.rowid		关联第三方企业 ID	htdocs/install/mysql/tables/llx_categorie_fournisseur.sql	25
llx_categorie_fournisseur	分类	3	import_key	varchar(14)	varchar	YES		N	N					导入批次/外部导入键	htdocs/install/mysql/tables/llx_categorie_fournisseur.sql	26
llx_categorie_invoice	客户发票	1	fk_categorie	integer	integer	NO		N	N	idx_categorie_invoice_fk_categorie		llx_categorie.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_invoice-facture.sql	23
llx_categorie_invoice	客户发票	2	fk_invoice	integer	integer	NO		N	N	idx_categorie_invoice_fk_invoice		llx_facture.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_invoice-facture.sql	24
llx_categorie_invoice	客户发票	3	import_key	varchar(14)	varchar	YES		N	N					导入批次/外部导入键	htdocs/install/mysql/tables/llx_categorie_invoice-facture.sql	25
llx_categorie_knowledgemanagement	知识管理	1	fk_categorie	integer	integer	NO		N	N	idx_categorie_knowledgemanagement_fk_categorie		llx_categorie.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_knowledgemanagement-knowledgemanagement.sql	17
llx_categorie_knowledgemanagement	知识管理	2	fk_knowledgemanagement	integer	integer	NO		N	N	idx_categorie_knowledgemanagement_fk_knowledgemanagement		llx_knowledgemanagement_knowledgerecord.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_knowledgemanagement-knowledgemanagement.sql	18
llx_categorie_knowledgemanagement	知识管理	3	import_key	varchar(14)	varchar	YES		N	N					导入批次/外部导入键	htdocs/install/mysql/tables/llx_categorie_knowledgemanagement-knowledgemanagement.sql	19
llx_categorie_lang	分类	1	rowid	integer	integer	NO		Y	Y	PRIMARY	PRIMARY			主键行标识；通常为自增整数	htdocs/install/mysql/tables/llx_categorie_lang.sql	27
llx_categorie_lang	分类	2	fk_category	integer	integer	NO	0	N	N	uk_category_lang	uk_category_lang	llx_categorie.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_lang.sql	28
llx_categorie_lang	分类	3	lang	varchar(5)	varchar	NO	0	N	N	uk_category_lang	uk_category_lang			字段 lang（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_lang.sql	29
llx_categorie_lang	分类	4	label	varchar(255)	varchar	NO		N	N					名称或标签	htdocs/install/mysql/tables/llx_categorie_lang.sql	30
llx_categorie_lang	分类	5	description	text	text	YES		N	N					描述	htdocs/install/mysql/tables/llx_categorie_lang.sql	31
llx_categorie_lang_extrafields	分类	1	rowid	integer	integer	NO		Y	Y	PRIMARY	PRIMARY			主键行标识；通常为自增整数	htdocs/install/mysql/tables/llx_categorie_lang_extrafields.sql	17
llx_categorie_lang_extrafields	分类	2	tms	timestamp	timestamp	YES	CURRENT_TIMESTAMP	N	N					最后修改时间戳	htdocs/install/mysql/tables/llx_categorie_lang_extrafields.sql	18
llx_categorie_lang_extrafields	分类	3	fk_object	integer	integer	NO		N	N	idx_categorie_lang_fk_object				外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_lang_extrafields.sql	19
llx_categorie_lang_extrafields	分类	4	import_key	varchar(14)	varchar	YES		N	N				import key	导入批次/外部导入键；源码注释：import key	htdocs/install/mysql/tables/llx_categorie_lang_extrafields.sql	20
llx_categorie_member	分类	1	fk_categorie	integer	integer	NO		N	N	idx_categorie_member_fk_categorie		llx_categorie.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_member.sql	22
llx_categorie_member	分类	2	fk_member	integer	integer	NO		N	N	idx_categorie_member_fk_member		llx_adherent.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_member.sql	23
llx_categorie_member	分类	3	import_key	varchar(14)	varchar	YES		N	N					导入批次/外部导入键	htdocs/install/mysql/tables/llx_categorie_member.sql	24
llx_categorie_mo	生产计划/MRP	1	fk_categorie	integer	integer	NO		N	N	idx_categorie_mo_fk_categorie		llx_categorie.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_mo-mrp.sql	21
llx_categorie_mo	生产计划/MRP	2	fk_mo	integer	integer	NO		N	N	idx_categorie_mo_fk_mo		llx_mrp_mo.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_mo-mrp.sql	22
llx_categorie_mo	生产计划/MRP	3	import_key	varchar(14)	varchar	YES		N	N					导入批次/外部导入键	htdocs/install/mysql/tables/llx_categorie_mo-mrp.sql	23
llx_categorie_order	客户订单	1	fk_categorie	integer	integer	NO		N	N	idx_categorie_order_fk_categorie		llx_categorie.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_order-commande.sql	23
llx_categorie_order	客户订单	2	fk_order	integer	integer	NO		N	N	idx_categorie_order_fk_order		llx_commande.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_order-commande.sql	24
llx_categorie_order	客户订单	3	import_key	varchar(14)	varchar	YES		N	N					导入批次/外部导入键	htdocs/install/mysql/tables/llx_categorie_order-commande.sql	25
llx_categorie_product	分类	1	fk_categorie	integer	integer	NO		N	N	idx_categorie_product_fk_categorie		llx_categorie.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_product.sql	23
llx_categorie_product	分类	2	fk_product	integer	integer	NO		N	N	idx_categorie_product_fk_product		llx_product.rowid		关联产品/服务 ID	htdocs/install/mysql/tables/llx_categorie_product.sql	24
llx_categorie_product	分类	3	import_key	varchar(14)	varchar	YES		N	N					导入批次/外部导入键	htdocs/install/mysql/tables/llx_categorie_product.sql	25
llx_categorie_project	分类	1	fk_categorie	integer	integer	NO		N	N	idx_categorie_project_fk_categorie		llx_categorie.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_project.sql	22
llx_categorie_project	分类	2	fk_project	integer	integer	NO		N	N	idx_categorie_project_fk_project		llx_projet.rowid		关联项目 ID	htdocs/install/mysql/tables/llx_categorie_project.sql	23
llx_categorie_project	分类	3	import_key	varchar(14)	varchar	YES		N	N					导入批次/外部导入键	htdocs/install/mysql/tables/llx_categorie_project.sql	24
llx_categorie_project_task	项目	1	fk_categorie	integer	integer	NO		N	N	idx_categorie_project_fk_categorie		llx_categorie.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_project_task-project.sql	23
llx_categorie_project_task	项目	2	fk_project_task	integer	integer	NO		N	N	idx_categorie_project_fk_task		llx_projet_task.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_project_task-project.sql	24
llx_categorie_project_task	项目	3	import_key	varchar(14)	varchar	YES		N	N					导入批次/外部导入键	htdocs/install/mysql/tables/llx_categorie_project_task-project.sql	25
llx_categorie_propal	商业提案	1	fk_categorie	integer	integer	NO		N	N	idx_categorie_propal_fk_categorie		llx_categorie.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_propal-propal.sql	18
llx_categorie_propal	商业提案	2	fk_propal	integer	integer	NO		N	N	idx_categorie_propal_fk_propal		llx_propal.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_propal-propal.sql	19
llx_categorie_propal	商业提案	3	import_key	varchar(14)	varchar	YES		N	N					导入批次/外部导入键	htdocs/install/mysql/tables/llx_categorie_propal-propal.sql	20
llx_categorie_societe	分类	1	fk_categorie	integer	integer	NO		N	N	idx_categorie_societe_fk_categorie		llx_categorie.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_societe.sql	22
llx_categorie_societe	分类	2	fk_soc	integer	integer	NO		N	N	idx_categorie_societe_fk_societe		llx_societe.rowid		关联第三方企业 ID	htdocs/install/mysql/tables/llx_categorie_societe.sql	23
llx_categorie_societe	分类	3	import_key	varchar(14)	varchar	YES		N	N					导入批次/外部导入键	htdocs/install/mysql/tables/llx_categorie_societe.sql	24
llx_categorie_supplier_invoice	分类	1	fk_categorie	integer	integer	NO		N	N	idx_categorie_supplier_invoice_fk_categorie		llx_categorie.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_supplier_invoice.sql	23
llx_categorie_supplier_invoice	分类	2	fk_supplier_invoice	integer	integer	NO		N	N	idx_categorie_supplier_invoice_fk_supplier_invoice		llx_facture_fourn.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_supplier_invoice.sql	24
llx_categorie_supplier_invoice	分类	3	import_key	varchar(14)	varchar	YES		N	N					导入批次/外部导入键	htdocs/install/mysql/tables/llx_categorie_supplier_invoice.sql	25
llx_categorie_supplier_order	分类	1	fk_categorie	integer	integer	NO		N	N	idx_categorie_supplier_order_fk_categorie		llx_categorie.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_supplier_order.sql	23
llx_categorie_supplier_order	分类	2	fk_supplier_order	integer	integer	NO		N	N	idx_categorie_supplier_order_fk_supplier_order		llx_commande_fournisseur.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_supplier_order.sql	24
llx_categorie_supplier_order	分类	3	import_key	varchar(14)	varchar	YES		N	N					导入批次/外部导入键	htdocs/install/mysql/tables/llx_categorie_supplier_order.sql	25
llx_categorie_supplier_proposal	供应商提案	1	fk_categorie	integer	integer	NO		N	N	idx_categorie_supplier_proposal_fk_categorie		llx_categorie.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_supplier_proposal-supplier_proposal.sql	23
llx_categorie_supplier_proposal	供应商提案	2	fk_supplier_proposal	integer	integer	NO		N	N	idx_categorie_supplier_proposal_fk_supplier_proposal		llx_supplier_proposal.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_supplier_proposal-supplier_proposal.sql	24
llx_categorie_supplier_proposal	供应商提案	3	import_key	varchar(14)	varchar	YES		N	N					导入批次/外部导入键	htdocs/install/mysql/tables/llx_categorie_supplier_proposal-supplier_proposal.sql	25
llx_categorie_ticket	工单	1	fk_categorie	integer	integer	NO		N	N	idx_categorie_ticket_fk_categorie		llx_categorie.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_ticket-ticket.sql	18
llx_categorie_ticket	工单	2	fk_ticket	integer	integer	NO		N	N	idx_categorie_ticket_fk_ticket		llx_ticket.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_ticket-ticket.sql	19
llx_categorie_ticket	工单	3	import_key	varchar(14)	varchar	YES		N	N					导入批次/外部导入键	htdocs/install/mysql/tables/llx_categorie_ticket-ticket.sql	20
llx_categorie_user	分类	1	fk_categorie	integer	integer	NO		N	N	idx_categorie_user_fk_categorie		llx_categorie.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_user.sql	21
llx_categorie_user	分类	2	fk_user	integer	integer	NO		N	N	idx_categorie_user_fk_user		llx_user.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_user.sql	22
llx_categorie_user	分类	3	import_key	varchar(14)	varchar	YES		N	N					导入批次/外部导入键	htdocs/install/mysql/tables/llx_categorie_user.sql	23
llx_categorie_warehouse	库存	1	fk_categorie	integer	integer	NO		N	N	idx_categorie_warehouse_fk_categorie		llx_categorie.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_warehouse-stock.sql	24
llx_categorie_warehouse	库存	2	fk_warehouse	integer	integer	NO		N	N	idx_categorie_warehouse_fk_warehouse		llx_entrepot.rowid		关联仓库 ID	htdocs/install/mysql/tables/llx_categorie_warehouse-stock.sql	25
llx_categorie_warehouse	库存	3	import_key	varchar(14)	varchar	YES		N	N					导入批次/外部导入键	htdocs/install/mysql/tables/llx_categorie_warehouse-stock.sql	26
llx_categorie_website_page	网站	1	fk_categorie	integer	integer	NO		N	N	idx_categorie_website_page_fk_categorie		llx_categorie.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_website_page-website.sql	22
llx_categorie_website_page	网站	2	fk_website_page	integer	integer	NO		N	N	idx_categorie_website_page_fk_website_page		llx_website_page.rowid		外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categorie_website_page-website.sql	23
llx_categorie_website_page	网站	3	import_key	varchar(14)	varchar	YES		N	N					导入批次/外部导入键	htdocs/install/mysql/tables/llx_categorie_website_page-website.sql	24
llx_categories_extrafields	分类	1	rowid	integer	integer	NO		Y	Y	PRIMARY	PRIMARY			主键行标识；通常为自增整数	htdocs/install/mysql/tables/llx_categories_extrafields.sql	21
llx_categories_extrafields	分类	2	tms	timestamp	timestamp	YES	CURRENT_TIMESTAMP	N	N					最后修改时间戳	htdocs/install/mysql/tables/llx_categories_extrafields.sql	22
llx_categories_extrafields	分类	3	fk_object	integer	integer	NO		N	N	uk_categories_extrafields	uk_categories_extrafields			外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_categories_extrafields.sql	23
llx_categories_extrafields	分类	4	import_key	varchar(14)	varchar	YES		N	N				import key	导入批次/外部导入键；源码注释：import key	htdocs/install/mysql/tables/llx_categories_extrafields.sql	24
llx_category_bankline	核心/系统	1	lineid	integer	integer	NO		N	N	uk_category_bankline_lineid	uk_category_bankline_lineid			字段 lineid（基于字段名推断）	htdocs/install/mysql/tables/llx_category_bankline.sql	22
llx_category_bankline	核心/系统	2	fk_categ	integer	integer	NO		N	N	uk_category_bankline_lineid	uk_category_bankline_lineid			外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_category_bankline.sql	23
llx_category_bankline	核心/系统	3	import_key	varchar(14)	varchar	YES		N	N					导入批次/外部导入键	htdocs/install/mysql/tables/llx_category_bankline.sql	24
llx_chargesociales	核心/系统	1	rowid	integer	integer	NO		Y	Y	PRIMARY	PRIMARY			主键行标识；通常为自增整数	htdocs/install/mysql/tables/llx_chargesociales.sql	25
llx_chargesociales	核心/系统	2	ref	varchar(16)	varchar	YES		N	N				'TX....'	业务参考号/单号；源码注释：'TX....'	htdocs/install/mysql/tables/llx_chargesociales.sql	26
llx_chargesociales	核心/系统	3	date_ech	datetime	datetime	NO		N	N				date echeance	日期/时间字段；源码注释：date echeance	htdocs/install/mysql/tables/llx_chargesociales.sql	27
llx_chargesociales	核心/系统	4	libelle	varchar(80)	varchar	NO		N	N					字段 libelle（基于字段名推断）	htdocs/install/mysql/tables/llx_chargesociales.sql	28
llx_chargesociales	核心/系统	5	entity	integer	integer	NO	1	N	N				multi company id	多实体/多公司隔离标识；源码注释：multi company id	htdocs/install/mysql/tables/llx_chargesociales.sql	29
llx_chargesociales	核心/系统	6	tms	timestamp	timestamp	YES	CURRENT_TIMESTAMP	N	N					最后修改时间戳	htdocs/install/mysql/tables/llx_chargesociales.sql	30
llx_chargesociales	核心/系统	7	date_creation	datetime	datetime	YES		N	N				date de creation	日期/时间字段；源码注释：date de creation	htdocs/install/mysql/tables/llx_chargesociales.sql	31
llx_chargesociales	核心/系统	8	date_valid	datetime	datetime	YES		N	N				date de validation	审核/生效日期；源码注释：date de validation	htdocs/install/mysql/tables/llx_chargesociales.sql	32
llx_chargesociales	核心/系统	9	fk_user	integer	integer	YES	NULL	N	N	idx_chargesociales_fk_user			utilisateur concerné	外部关联 ID（具体目标以外键或业务代码为准）；源码注释：utilisateur concerné	htdocs/install/mysql/tables/llx_chargesociales.sql	33
llx_chargesociales	核心/系统	10	fk_user_author	integer	integer	YES		N	N	idx_chargesociales_fk_user_author			user making creation	创建人/制单人用户 ID；源码注释：user making creation	htdocs/install/mysql/tables/llx_chargesociales.sql	34
llx_chargesociales	核心/系统	11	fk_user_modif	integer	integer	YES		N	N	idx_chargesociales_fk_user_modif			user making last change	最后修改人用户 ID；源码注释：user making last change	htdocs/install/mysql/tables/llx_chargesociales.sql	35
llx_chargesociales	核心/系统	12	fk_user_valid	integer	integer	YES		N	N	idx_chargesociales_fk_user_valid			user validating	审核/验证人用户 ID；源码注释：user validating	htdocs/install/mysql/tables/llx_chargesociales.sql	36
llx_chargesociales	核心/系统	13	fk_type	integer	integer	NO		N	N	idx_chargesociales_fk_type				外部关联 ID（具体目标以外键或业务代码为准）（基于字段名推断）	htdocs/install/mysql/tables/llx_chargesociales.sql	37
llx_chargesociales	核心/系统	14	fk_account	integer	integer	YES		N	N	idx_chargesociales_fk_account			bank account	关联银行账户 ID；源码注释：bank account	htdocs/install/mysql/tables/llx_chargesociales.sql	38
llx_chargesociales	核心/系统	15	fk_mode_reglement	integer	integer	YES		N	N	idx_chargesociales_fk_mode_reglement			mode de reglement	外部关联 ID（具体目标以外键或业务代码为准）；源码注释：mode de reglement	htdocs/install/mysql/tables/llx_chargesociales.sql	39
llx_chargesociales	核心/系统	16	amount	double(24,8)	double	NO	0	N	N					金额	htdocs/install/mysql/tables/llx_chargesociales.sql	40
llx_chargesociales	核心/系统	17	paye	smallint	smallint	NO	0	N	N					字段 paye（基于字段名推断）	htdocs/install/mysql/tables/llx_chargesociales.sql	41
llx_chargesociales	核心/系统	18	periode	date	date	YES		N	N					字段 periode（基于字段名推断）	htdocs/install/mysql/tables/llx_chargesociales.sql	42
llx_chargesociales	核心/系统	19	fk_projet	integer	integer	YES	NULL	N	N	idx_chargesociales_fk_projet				关联项目 ID	htdocs/install/mysql/tables/llx_chargesociales.sql	43
llx_chargesociales	核心/系统	20	note_private	text	text	YES		N	N					内部备注	htdocs/install/mysql/tables/llx_chargesociales.sql	44
llx_chargesociales	核心/系统	21	note_public	text	text	YES		N	N					公开备注	htdocs/install/mysql/tables/llx_chargesociales.sql	45
llx_chargesociales	核心/系统	22	import_key	varchar(14)	varchar	YES		N	N					导入批次/外部导入键	htdocs/install/mysql/tables/llx_chargesociales.sql	46
llx_commande	客户订单	1	rowid	integer	integer	NO		Y	Y	PRIMARY	PRIMARY			主键行标识；通常为自增整数	htdocs/install/mysql/tables/llx_commande.sql	24
llx_commande	客户订单	2	ref	varchar(30)	varchar	NO		N	N	uk_commande_ref	uk_commande_ref		order reference number	业务参考号/单号；源码注释：order reference number	htdocs/install/mysql/tables/llx_commande.sql	25
llx_commande	客户订单	3	entity	integer	integer	NO	1	N	N	uk_commande_ref	uk_commande_ref		multi company id	多实体/多公司隔离标识；源码注释：multi company id	htdocs/install/mysql/tables/llx_commande.sql	26
llx_commande	客户订单	4	ref_ext	varchar(255)	varchar	YES		N	N				reference into an external system (not used by dolibarr)	代码/参考号字段；源码注释：reference into an external system (not used by dolibarr)	htdocs/install/mysql/tables/llx_commande.sql	28
llx_commande	客户订单	5	ref_client	varchar(255)	varchar	YES		N	N				reference for customer	代码/参考号字段；源码注释：reference for customer	htdocs/install/mysql/tables/llx_commande.sql	29
llx_commande	客户订单	6	fk_soc	integer	integer	NO		N	N	idx_commande_fk_soc		llx_societe.rowid		关联第三方企业 ID	htdocs/install/mysql/tables/llx_commande.sql	31
llx_commande	客户订单	7	fk_projet	integer	integer	YES	NULL	N	N	idx_commande_fk_projet		llx_projet.rowid	projet auquel est rattache la commande	关联项目 ID；源码注释：projet auquel est rattache la commande	htdocs/install/mysql/tables/llx_commande.sql	32
llx_commande	客户订单	8	tms	timestamp	timestamp	YES	CURRENT_TIMESTAMP	N	N					最后修改时间戳	htdocs/install/mysql/tables/llx_commande.sql	34
llx_commande	客户订单	9	date_creation	datetime	datetime	YES		N	N				date de creation	日期/时间字段；源码注释：date de creation	htdocs/install/mysql/tables/llx_commande.sql	35
llx_commande	客户订单	10	date_valid	datetime	datetime	YES		N	N				date de validation	审核/生效日期；源码注释：date de validation	htdocs/install/mysql/tables/llx_commande.sql	36
llx_commande	客户订单	11	date_cloture	datetime	datetime	YES		N	N				date de cloture	日期/时间字段；源码注释：date de cloture	htdocs/install/mysql/tables/llx_commande.sql	37
llx_commande	客户订单	12	date_commande	date	date	YES		N	N				date de la commande	日期/时间字段；源码注释：date de la commande	htdocs/install/mysql/tables/llx_commande.sql	38
llx_commande	客户订单	13	fk_user_author	integer	integer	YES		N	N	idx_commande_fk_user_author		llx_user.rowid	user making creation, may be null if created by automated process	创建人/制单人用户 ID；源码注释：user making creation, may be null if created by automated process	htdocs/install/mysql/tables/llx_commande.sql	39
