source_table	source_column	constraint_name	target_table	target_column	relation_status	source_file	notes
llx_expedition	fk_shipping_method	fk_expedition_fk_shipping_method	llx_c_shipment_mode	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_expedition.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_expedition	fk_soc	fk_expedition_fk_soc	llx_societe	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_expedition.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_expedition	fk_user_author	fk_expedition_fk_user_author	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_expedition.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_expedition	fk_user_valid	fk_expedition_fk_user_valid	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_expedition.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_expeditiondet_batch	fk_expeditiondet	fk_expeditiondet_batch_fk_expeditiondet	llx_expeditiondet	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_expeditiondet_batch.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_expeditiondet	fk_expedition	fk_expeditiondet_fk_expedition	llx_expedition	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_expeditiondet.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_facture_fourn_det_rec	fk_unit	fk_facture_fourn_det_rec_fk_unit	llx_c_units	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_facture_fourn_det_rec.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_facture_fourn_det	fk_facture_fourn	fk_facture_fourn_det_fk_facture	llx_facture_fourn	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_facture_fourn_det.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_facture_fourn_det	fk_unit	fk_facture_fourn_det_fk_unit	llx_c_units	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_facture_fourn_det.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_facture_fourn_rec	fk_projet	fk_facture_fourn_rec_fk_projet	llx_projet	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_facture_fourn_rec.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_facture_fourn_rec	fk_soc	fk_facture_fourn_rec_fk_soc	llx_societe	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_facture_fourn_rec.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_facture_fourn_rec	fk_user_author	fk_facture_fourn_rec_fk_user_author	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_facture_fourn_rec.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_facture_fourn	fk_projet	fk_facture_fourn_fk_projet	llx_projet	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_facture_fourn.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_facture_fourn	fk_soc	fk_facture_fourn_fk_soc	llx_societe	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_facture_fourn.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_facture_fourn	fk_user_author	fk_facture_fourn_fk_user_author	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_facture_fourn.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_facture_fourn	fk_user_valid	fk_facture_fourn_fk_user_valid	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_facture_fourn.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_facture_rec	fk_projet	fk_facture_rec_fk_projet	llx_projet	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_facture_rec.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_facture_rec	fk_soc	fk_facture_rec_fk_soc	llx_societe	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_facture_rec.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_facture_rec	fk_user_author	fk_facture_rec_fk_user_author	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_facture_rec.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_facture	fk_facture_source	fk_facture_fk_facture_source	llx_facture	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_facture.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_facture	fk_input_reason	fk_facture_fk_input_reason	llx_c_input_reason	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_facture.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_facture	fk_projet	fk_facture_fk_projet	llx_projet	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_facture.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_facture	fk_soc	fk_facture_fk_soc	llx_societe	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_facture.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_facture	fk_user_author	fk_facture_fk_user_author	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_facture.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_facture	fk_user_valid	fk_facture_fk_user_valid	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_facture.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_facturedet_rec	fk_unit	fk_facturedet_rec_fk_unit	llx_c_units	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_facturedet_rec.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_facturedet	fk_facture	fk_facturedet_fk_facture	llx_facture	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_facturedet.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_facturedet	fk_unit	fk_facturedet_fk_unit	llx_c_units	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_facturedet.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_fichinter_rec	fk_projet	fk_fichinter_rec_fk_projet	llx_projet	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_fichinter_rec.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_fichinter_rec	fk_user_author	fk_fichinter_rec_fk_user_author	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_fichinter_rec.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_fichinter	fk_soc	fk_fichinter_fk_soc	llx_societe	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_fichinter.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_fichinterdet	fk_fichinter	fk_fichinterdet_fk_fichinter	llx_fichinter	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_fichinterdet.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_hrm_evaluation	fk_user_creat	llx_hrm_evaluation_fk_user_creat	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_hrm_evaluation-hrm.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_hrm_evaluationdet	fk_evaluation	llx_hrm_evaluationdet_fk_evaluation	llx_hrm_evaluation	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_hrm_evaluationdet-hrm.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_hrm_evaluationdet	fk_user_creat	llx_hrm_evaluationdet_fk_user_creat	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_hrm_evaluationdet-hrm.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_hrm_skill	fk_user_creat	llx_hrm_skill_fk_user_creat	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_hrm_skill-hrm.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_hrm_skilldet	fk_skill	llx_hrm_skilldet_fk_skill	llx_hrm_skill	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_hrm_skilldet-hrm.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_hrm_skilldet	fk_user_creat	llx_hrm_skilldet_fk_user_creat	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_hrm_skilldet-hrm.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_hrm_skillrank	fk_skill	llx_hrm_skillrank_fk_skill	llx_hrm_skill	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_hrm_skillrank-hrm.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_hrm_skillrank	fk_user_creat	llx_hrm_skillrank_fk_user_creat	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_hrm_skillrank-hrm.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_knowledgemanagement_knowledgerecord	fk_user_creat	llx_knowledgemanagement_knowledgerecord_fk_user_creat	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_knowledgemanagement_knowledgerecord-knowledgemanagement.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_mrp_mo	fk_user_creat	fk_mrp_mo_fk_user_creat	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_mrp_mo-mrp.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_mrp_production	fk_mo	fk_mrp_production_mo	llx_mrp_mo	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_mrp_production-mrp.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_mrp_production	fk_product	fk_mrp_production_product	llx_product	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_mrp_production-mrp.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_mrp_production	fk_stock_movement	fk_mrp_production_stock_movement	llx_stock_mouvement	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_mrp_production-mrp.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_paiement_facture	fk_facture	fk_paiement_facture_fk_facture	llx_facture	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_paiement_facture.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_paiement_facture	fk_paiement	fk_paiement_facture_fk_paiement	llx_paiement	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_paiement_facture.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_payment_salary	fk_user	fk_payment_salary_user	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_payment_salary.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_prelevement_lignes	fk_prelevement_bons	fk_prelevement_lignes_fk_prelevement_bons	llx_prelevement_bons	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_prelevement_lignes.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_prelevement	fk_prelevement_lignes	fk_prelevement_fk_prelevement_lignes	llx_prelevement_lignes	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_prelevement.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_product_batch	fk_product_stock	fk_product_batch_fk_product_stock	llx_product_stock	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_product_batch.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_product_customer_price	fk_product	fk_product_customer_price_fk_product	llx_product	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_product_customer_price.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_product_customer_price	fk_soc	fk_product_customer_price_fk_soc	llx_societe	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_product_customer_price.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_product_customer_price	fk_user	fk_product_customer_price_fk_user	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_product_customer_price.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_product_fournisseur_price	fk_barcode_type	fk_product_fournisseur_price_barcode_type	llx_c_barcode_type	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_product_fournisseur_price.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_product_fournisseur_price	fk_product	fk_product_fournisseur_price_fk_product	llx_product	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_product_fournisseur_price.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_product_fournisseur_price	fk_user	fk_product_fournisseur_price_fk_user	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_product_fournisseur_price.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_product_lang	fk_product	fk_product_lang_fk_product	llx_product	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_product_lang.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_product_price_by_qty	fk_product_price	fk_product_price_by_qty_fk_product_price	llx_product_price	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_product_price_by_qty.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_product_price	fk_product	fk_product_price_user_author	llx_product	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_product_price.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_product_stock	fk_entrepot	fk_entrepot_entrepot_rowid	llx_entrepot	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_product_stock.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_product_stock	fk_product	fk_product_product_rowid	llx_product	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_product_stock.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_product_warehouse_properties	fk_entrepot	fk_product_warehouse_properties_fk_entrepot	llx_entrepot	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_product_warehouse_properties-stock.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_product_warehouse_properties	fk_product	fk_product_warehouse_properties_fk_product	llx_product	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_product_warehouse_properties-stock.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_product	fk_barcode_type	fk_product_barcode_type	llx_c_barcode_type	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_product.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_product	finished	fk_product_finished	llx_c_product_nature	code	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_product.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_product	fk_country	fk_product_fk_country	llx_c_country	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_product.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_product	fk_unit	fk_product_fk_unit	llx_c_units	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_product.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_projet_task_dependency	fk_task	fk_projet_task_dependency_fk_task	llx_projet_task	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_projet_task_dependency-project.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_projet_task_dependency	fk_task_depend	fk_projet_task_dependency_fk_task_depend	llx_projet_task	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_projet_task_dependency-project.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_projet_task	fk_projet	fk_projet_task_fk_projet	llx_projet	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_projet_task.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_projet_task	fk_user_creat	fk_projet_task_fk_user_creat	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_projet_task.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_projet_task	fk_user_valid	fk_projet_task_fk_user_valid	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_projet_task.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_projet	fk_soc	fk_projet_fk_soc	llx_societe	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_projet.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_propal	fk_projet	fk_propal_fk_projet	llx_projet	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_propal.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_propal	fk_soc	fk_propal_fk_soc	llx_societe	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_propal.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_propal	fk_user_author	fk_propal_fk_user_author	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_propal.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_propal	fk_user_cloture	fk_propal_fk_user_cloture	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_propal.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_propal	fk_user_signature	fk_propal_fk_user_signature	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_propal.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_propal	fk_user_valid	fk_propal_fk_user_valid	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_propal.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_propaldet	fk_propal	fk_propaldet_fk_propal	llx_propal	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_propaldet.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_propaldet	fk_unit	fk_propaldet_fk_unit	llx_c_units	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_propaldet.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_reception	fk_shipping_method	fk_reception_fk_shipping_method	llx_c_shipment_mode	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_reception.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_reception	fk_soc	fk_reception_fk_soc	llx_societe	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_reception.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_reception	fk_user_author	fk_reception_fk_user_author	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_reception.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_reception	fk_user_valid	fk_reception_fk_user_valid	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_reception.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_receptiondet_batch	fk_reception	fk_receptiondet_batch_fk_reception	llx_reception	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_receptiondet_batch.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_recruitment_recruitmentcandidature	fk_user_creat	llx_recruitment_recruitmentcandidature_fk_user_creat	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_recruitment_recruitmentcandidature-recruitment.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_recruitment_recruitmentjobposition	fk_establishment	llx_recruitment_recruitmentjobposition_fk_establishment	llx_establishment	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_recruitment_recruitmentjobposition-recruitment.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_recruitment_recruitmentjobposition	fk_user_creat	llx_recruitment_recruitmentjobposition_fk_user_creat	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_recruitment_recruitmentjobposition-recruitment.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_recruitment_recruitmentjobposition	fk_user_recruiter	llx_recruitment_recruitmentjobposition_fk_user_recruiter	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_recruitment_recruitmentjobposition-recruitment.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_recruitment_recruitmentjobposition	fk_user_supervisor	llx_recruitment_recruitmentjobposition_fk_user_supervisor	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_recruitment_recruitmentjobposition-recruitment.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_resource	fk_country	fk_resource_fk_country	llx_c_country	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_resource.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_salary	fk_account	fk_salary_fk_account	llx_bank_account	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_salary.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_salary	fk_bank	fk_salary_fk_bank	llx_bank	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_salary.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_salary	fk_projet	fk_salary_fk_projet	llx_projet	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_salary.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_salary	fk_typepayment	fk_salary_fk_typepayment	llx_c_paiement	id	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_salary.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_salary	fk_user	fk_salary_fk_user	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_salary.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_salary	fk_user_author	fk_salary_fk_user_author	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_salary.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_salary	fk_user_modif	fk_salary_fk_user_modif	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_salary.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_societe_account	fk_soc	llx_societe_account_fk_societe	llx_societe	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_societe_account.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_societe_commerciaux	fk_soc	fk_societe_commerciaux_fk_soc	llx_societe	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_societe_commerciaux.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_societe_commerciaux	fk_user	fk_societe_commerciaux_fk_user	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_societe_commerciaux.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_societe_contacts	fk_c_type_contact	fk_societe_contacts_fk_c_type_contact	llx_c_type_contact	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_societe_contacts.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_societe_contacts	fk_soc	fk_societe_contacts_fk_soc	llx_societe	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_societe_contacts.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_societe_contacts	fk_socpeople	fk_societe_contacts_fk_socpeople	llx_socpeople	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_societe_contacts.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_societe_remise_except	fk_facture_line	fk_soc_remise_fk_facture_line	llx_facturedet	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_societe_remise_except.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_societe_remise_except	fk_invoice_supplier_line	fk_soc_remise_fk_invoice_supplier_line	llx_facture_fourn_det	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_societe_remise_except.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_societe_remise_except	fk_soc	fk_soc_remise_fk_soc	llx_societe	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_societe_remise_except.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_societe_remise_except	fk_facture	fk_societe_remise_fk_facture	llx_facture	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_societe_remise_except.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_societe_remise_except	fk_facture_source	fk_societe_remise_fk_facture_source	llx_facture	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_societe_remise_except.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_societe_remise_except	fk_invoice_supplier	fk_societe_remise_fk_invoice_supplier	llx_facture_fourn	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_societe_remise_except.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_societe_remise_except	fk_invoice_supplier	fk_societe_remise_fk_invoice_supplier_source	llx_facture_fourn	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_societe_remise_except.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
llx_societe_remise_except	fk_user	fk_societe_remise_fk_user	llx_user	rowid	显式外键（MySQL基线）	htdocs/install/mysql/tables/llx_societe_remise_except.key.sql	关系由安装脚本显式创建；业务上仍可能存在未加硬外键的逻辑关系
